accident_key,date_key,location_key,vehicle_key,driver_key,number_of_vehicles,number_of_fatalities,accident_severity
2672,2672,2672,2672,2672,1,5,MINOR
2673,2673,2673,2673,2673,1,0,Minor
2674,2674,2674,2674,2674,1,15,critical
2675,2675,2675,2675,2675,5,1,serious
2676,2676,2676,2676,2676,6,3,serious
2677,2677,2677,2677,2677,1,1,MINOR
2678,2678,2678,2678,2678,5,3,Critical
2679,2679,2679,2679,2679,4,4,Minor
2680,2680,2680,2680,2680,2,15,CRITICAL
2681,2681,2681,2681,2681,6,4,critical
2682,2682,2682,2682,2682,7,2,MINOR
2683,2683,2683,2683,2683,2,3,serious
2684,2684,2684,2684,2684,6,4,Minor
2685,2685,2685,2685,2685,7,5,Serious
2686,2686,2686,2686,2686,2,3,minor
2687,2687,2687,2687,2687,6,12,Critical
2688,2688,2688,2688,2688,2,5,serious
2689,2689,2689,2689,2689,2,0,critical
2690,2690,2690,2690,2690,7,4,Serious
2691,2691,2691,2691,2691,2,2,minor
2692,2692,2692,2692,2692,2,0,critical
2693,2693,2693,2693,2693,7,4,Minor
2694,2694,2694,2694,2694,4,1,Minor
2695,2695,2695,2695,2695,1,3,Serious
2696,2696,2696,2696,2696,8,0,Serious
2697,2697,2697,2697,2697,3,1,critical
2698,2698,2698,2698,2698,5,5,serious
2699,2699,2699,2699,2699,3,4,MINOR
2700,2700,2700,2700,2700,3,0,Serious
2701,2701,2701,2701,2701,6,1,SERIOUS
2702,2702,2702,2702,2702,1,3,critical
2703,2703,2703,2703,2703,6,4,CRITICAL
2704,2704,2704,2704,2704,1,0,Minor
2705,2705,2705,2705,2705,7,1,CRITICAL
2706,2706,2706,2706,2706,7,12,Minor
2707,2707,2707,2707,2707,8,3,minor
2708,2708,2708,2708,2708,1,0,CRITICAL
2709,2709,2709,2709,2709,2,1,CRITICAL
2710,2710,2710,2710,2710,4,4,Minor
2711,2711,2711,2711,2711,8,3,serious
2712,2712,2712,2712,2712,8,2,serious
2713,2713,2713,2713,2713,2,0,Serious
2714,2714,2714,2714,2714,4,4,Minor
2715,2715,2715,2715,2715,6,3,serious
2716,2716,2716,2716,2716,4,4,Minor
2717,2717,2717,2717,2717,6,1,serious
2718,2718,2718,2718,2718,7,1,minor
2719,2719,2719,2719,2719,3,1,Serious
2720,2720,2720,2720,2720,7,5,critical
2721,2721,2721,2721,2721,7,5,MINOR
2722,2722,2722,2722,2722,3,0,MINOR
2723,2723,2723,2723,2723,4,1,CRITICAL
2724,2724,2724,2724,2724,8,4,critical
2725,2725,2725,2725,2725,4,2,Serious
2726,2726,2726,2726,2726,6,5,minor
2727,2727,2727,2727,2727,2,4,critical
2728,2728,2728,2728,2728,6,1,minor
2729,2729,2729,2729,2729,2,2,CRITICAL
2730,2730,2730,2730,2730,7,0,Serious
2731,2731,2731,2731,2731,3,3,serious
2732,2732,2732,2732,2732,7,0,CRITICAL
2733,2733,2733,2733,2733,1,2,minor
2734,2734,2734,2734,2734,4,5,SERIOUS
2735,2735,2735,2735,2735,2,2,serious
2736,2736,2736,2736,2736,6,3,SERIOUS
2737,2737,2737,2737,2737,3,4,critical
2738,2738,2738,2738,2738,2,2,critical
2739,2739,2739,2739,2739,6,4,CRITICAL
2740,2740,2740,2740,2740,4,2,Minor
2741,2741,2741,2741,2741,7,10,minor
2742,2742,2742,2742,2742,4,5,Minor
2743,2743,2743,2743,2743,5,3,Minor
2744,2744,2744,2744,2744,1,3,Serious
2745,2745,2745,2745,2745,5,0,MINOR
2746,2746,2746,2746,2746,3,0,CRITICAL
2747,2747,2747,2747,2747,2,4,critical
2748,2748,2748,2748,2748,3,4,MINOR
2749,2749,2749,2749,2749,7,1,serious
2750,2750,2750,2750,2750,6,1,SERIOUS
2751,2751,2751,2751,2751,4,0,Serious
2752,2752,2752,2752,2752,5,1,SERIOUS
2753,2753,2753,2753,2753,8,1,SERIOUS
2754,2754,2754,2754,2754,5,5,CRITICAL
2755,2755,2755,2755,2755,7,5,serious
2756,2756,2756,2756,2756,5,3,Minor
2757,2757,2757,2757,2757,7,3,Serious
2758,2758,2758,2758,2758,8,20,Minor
2759,2759,2759,2759,2759,3,3,Critical
2760,2760,2760,2760,2760,4,4,SERIOUS
2761,2761,2761,2761,2761,2,0,Serious
2762,2762,2762,2762,2762,6,5,MINOR
2763,2763,2763,2763,2763,2,4,CRITICAL
2764,2764,2764,2764,2764,3,1,CRITICAL
2765,2765,2765,2765,2765,6,5,minor
2766,2766,2766,2766,2766,5,2,SERIOUS
2767,2767,2767,2767,2767,8,4,Serious
2768,2768,2768,2768,2768,8,5,MINOR
2769,2769,2769,2769,2769,1,3,Serious
2770,2770,2770,2770,2770,3,1,Serious
2771,2771,2771,2771,2771,3,1,critical
2772,2772,2772,2772,2772,4,2,CRITICAL
2773,2773,2773,2773,2773,2,5,MINOR
2774,2774,2774,2774,2774,3,2,MINOR
2775,2775,2775,2775,2775,3,2,CRITICAL
2776,2776,2776,2776,2776,5,3,MINOR
2777,2777,2777,2777,2777,5,0,Serious
2778,2778,2778,2778,2778,6,0,Serious
2779,2779,2779,2779,2779,7,4,SERIOUS
2780,2780,2780,2780,2780,7,4,MINOR
2781,2781,2781,2781,2781,1,24,SERIOUS
2782,2782,2782,2782,2782,7,13,critical
2783,2783,2783,2783,2783,4,5,CRITICAL
2784,2784,2784,2784,2784,1,5,minor
2785,2785,2785,2785,2785,6,3,minor
2786,2786,2786,2786,2786,5,0,Critical
2787,2787,2787,2787,2787,7,0,MINOR
2788,2788,2788,2788,2788,2,5,Serious
2789,2789,2789,2789,2789,5,0,SERIOUS
2790,2790,2790,2790,2790,8,2,Minor
2791,2791,2791,2791,2791,4,1,critical
2792,2792,2792,2792,2792,5,4,Minor
2793,2793,2793,2793,2793,4,5,critical
2794,2794,2794,2794,2794,4,3,CRITICAL
2795,2795,2795,2795,2795,4,1,minor
2796,2796,2796,2796,2796,6,2,critical
2797,2797,2797,2797,2797,4,5,minor
2798,2798,2798,2798,2798,4,0,serious
2799,2799,2799,2799,2799,8,4,critical
2800,2800,2800,2800,2800,2,0,CRITICAL
2801,2801,2801,2801,2801,1,0,Serious
2802,2802,2802,2802,2802,3,3,critical
2803,2803,2803,2803,2803,8,2,MINOR
2804,2804,2804,2804,2804,1,15,critical
2805,2805,2805,2805,2805,4,11,SERIOUS
2806,2806,2806,2806,2806,2,5,Critical
2807,2807,2807,2807,2807,5,3,CRITICAL
2808,2808,2808,2808,2808,2,5,critical
2809,2809,2809,2809,2809,8,5,minor
2810,2810,2810,2810,2810,4,0,critical
2811,2811,2811,2811,2811,2,5,minor
2812,2812,2812,2812,2812,7,3,minor
2813,2813,2813,2813,2813,2,4,CRITICAL
2814,2814,2814,2814,2814,4,3,Critical
2815,2815,2815,2815,2815,6,3,serious
2816,2816,2816,2816,2816,7,5,Critical
2817,2817,2817,2817,2817,2,2,MINOR
2818,2818,2818,2818,2818,3,4,MINOR
2819,2819,2819,2819,2819,3,4,Critical
2820,2820,2820,2820,2820,2,3,Serious
2821,2821,2821,2821,2821,6,2,SERIOUS
2822,2822,2822,2822,2822,5,1,SERIOUS
2823,2823,2823,2823,2823,4,3,critical
2824,2824,2824,2824,2824,3,5,CRITICAL
2825,2825,2825,2825,2825,5,5,Minor
2826,2826,2826,2826,2826,2,5,Serious
2827,2827,2827,2827,2827,8,2,critical
2828,2828,2828,2828,2828,5,2,CRITICAL
2829,2829,2829,2829,2829,7,5,serious
2830,2830,2830,2830,2830,1,2,MINOR
2831,2831,2831,2831,2831,3,5,MINOR
2832,2832,2832,2832,2832,2,0,CRITICAL
2833,2833,2833,2833,2833,8,1,SERIOUS
2834,2834,2834,2834,2834,4,4,minor
2835,2835,2835,2835,2835,8,3,Minor
2836,2836,2836,2836,2836,6,3,minor
2837,2837,2837,2837,2837,7,5,Minor
2838,2838,2838,2838,2838,2,3,Critical
2839,2839,2839,2839,2839,4,5,CRITICAL
2840,2840,2840,2840,2840,6,3,critical
2841,2841,2841,2841,2841,6,0,minor
2842,2842,2842,2842,2842,2,2,Critical
2843,2843,2843,2843,2843,7,0,SERIOUS
2844,2844,2844,2844,2844,5,3,Critical
2845,2845,2845,2845,2845,5,5,SERIOUS
2846,2846,2846,2846,2846,6,2,MINOR
2847,2847,2847,2847,2847,5,4,MINOR
2848,2848,2848,2848,2848,1,4,CRITICAL
2849,2849,2849,2849,2849,6,2,minor
2850,2850,2850,2850,2850,6,4,serious
2851,2851,2851,2851,2851,4,0,critical
2852,2852,2852,2852,2852,5,2,Serious
2853,2853,2853,2853,2853,7,1,critical
2854,2854,2854,2854,2854,6,0,Minor
2855,2855,2855,2855,2855,8,3,Critical
2856,2856,2856,2856,2856,7,2,critical
2857,2857,2857,2857,2857,1,23,Critical
2858,2858,2858,2858,2858,4,2,CRITICAL
2859,2859,2859,2859,2859,2,1,critical
2860,2860,2860,2860,2860,7,3,serious
2861,2861,2861,2861,2861,6,0,MINOR
2862,2862,2862,2862,2862,1,0,Serious
2863,2863,2863,2863,2863,3,0,minor
2864,2864,2864,2864,2864,1,4,Minor
2865,2865,2865,2865,2865,1,5,CRITICAL
2866,2866,2866,2866,2866,4,4,SERIOUS
2867,2867,2867,2867,2867,2,5,minor
2868,2868,2868,2868,2868,3,4,Minor
2869,2869,2869,2869,2869,5,5,CRITICAL
2870,2870,2870,2870,2870,5,2,SERIOUS
2871,2871,2871,2871,2871,7,1,Critical
2872,2872,2872,2872,2872,1,2,Minor
2873,2873,2873,2873,2873,8,3,SERIOUS
2874,2874,2874,2874,2874,4,5,minor
2875,2875,2875,2875,2875,8,5,CRITICAL
2876,2876,2876,2876,2876,4,5,Critical
2877,2877,2877,2877,2877,5,2,SERIOUS
2878,2878,2878,2878,2878,7,4,SERIOUS
2879,2879,2879,2879,2879,7,11,SERIOUS
2880,2880,2880,2880,2880,7,1,SERIOUS
2881,2881,2881,2881,2881,3,3,Serious
2882,2882,2882,2882,2882,2,2,Serious
2883,2883,2883,2883,2883,3,3,CRITICAL
2884,2884,2884,2884,2884,6,1,serious
2885,2885,2885,2885,2885,6,20,Critical
2886,2886,2886,2886,2886,8,1,critical
2887,2887,2887,2887,2887,2,4,Critical
2888,2888,2888,2888,2888,5,3,SERIOUS
2889,2889,2889,2889,2889,2,4,CRITICAL
2890,2890,2890,2890,2890,4,5,MINOR
2891,2891,2891,2891,2891,6,0,minor
2892,2892,2892,2892,2892,1,2,Minor
2893,2893,2893,2893,2893,1,5,Minor
2894,2894,2894,2894,2894,5,5,Minor
2895,2895,2895,2895,2895,4,3,SERIOUS
2896,2896,2896,2896,2896,8,0,Serious
2897,2897,2897,2897,2897,3,4,Critical
2898,2898,2898,2898,2898,4,3,Serious
2899,2899,2899,2899,2899,1,3,Minor
2900,2900,2900,2900,2900,1,2,Critical
2901,2901,2901,2901,2901,8,1,serious
2902,2902,2902,2902,2902,6,3,Critical
2903,2903,2903,2903,2903,4,1,minor
2904,2904,2904,2904,2904,4,4,serious
2905,2905,2905,2905,2905,1,2,serious
2906,2906,2906,2906,2906,3,1,SERIOUS
2907,2907,2907,2907,2907,5,1,minor
2908,2908,2908,2908,2908,7,3,Minor
2909,2909,2909,2909,2909,5,4,critical
2910,2910,2910,2910,2910,4,4,SERIOUS
2911,2911,2911,2911,2911,5,4,SERIOUS
2912,2912,2912,2912,2912,1,3,SERIOUS
2913,2913,2913,2913,2913,1,2,Serious
2914,2914,2914,2914,2914,8,2,MINOR
2915,2915,2915,2915,2915,4,2,Serious
2916,2916,2916,2916,2916,8,1,SERIOUS
2917,2917,2917,2917,2917,4,0,Serious
2918,2918,2918,2918,2918,7,1,MINOR
2919,2919,2919,2919,2919,7,4,critical
2920,2920,2920,2920,2920,6,1,MINOR
2921,2921,2921,2921,2921,4,0,critical
2922,2922,2922,2922,2922,3,4,MINOR
2923,2923,2923,2923,2923,5,5,MINOR
2924,2924,2924,2924,2924,4,5,SERIOUS
2925,2925,2925,2925,2925,2,5,MINOR
2926,2926,2926,2926,2926,6,2,serious
2927,2927,2927,2927,2927,2,1,Minor
2928,2928,2928,2928,2928,1,0,MINOR
2929,2929,2929,2929,2929,7,2,CRITICAL
2930,2930,2930,2930,2930,5,4,minor
2931,2931,2931,2931,2931,4,2,minor
2932,2932,2932,2932,2932,2,1,serious
2933,2933,2933,2933,2933,5,5,serious
2934,2934,2934,2934,2934,1,0,Minor
2935,2935,2935,2935,2935,7,0,Minor
2936,2936,2936,2936,2936,3,3,critical
2937,2937,2937,2937,2937,6,3,Critical
2938,2938,2938,2938,2938,5,1,Critical
2939,2939,2939,2939,2939,5,1,serious
2940,2940,2940,2940,2940,3,0,Critical
2941,2941,2941,2941,2941,5,3,MINOR
2942,2942,2942,2942,2942,1,23,critical
2943,2943,2943,2943,2943,1,2,minor
2944,2944,2944,2944,2944,3,2,SERIOUS
2945,2945,2945,2945,2945,6,0,minor
2946,2946,2946,2946,2946,4,1,Critical
2947,2947,2947,2947,2947,2,3,Critical
2948,2948,2948,2948,2948,4,2,Serious
2949,2949,2949,2949,2949,5,0,Serious
2950,2950,2950,2950,2950,2,3,serious
2951,2951,2951,2951,2951,8,1,minor
2952,2952,2952,2952,2952,3,5,Minor
2953,2953,2953,2953,2953,3,3,SERIOUS
2954,2954,2954,2954,2954,6,3,Minor
2955,2955,2955,2955,2955,2,1,critical
2956,2956,2956,2956,2956,1,3,serious
2957,2957,2957,2957,2957,2,2,SERIOUS
2958,2958,2958,2958,2958,5,0,minor
2959,2959,2959,2959,2959,1,0,MINOR
2960,2960,2960,2960,2960,7,0,Minor
2961,2961,2961,2961,2961,7,5,Serious
2962,2962,2962,2962,2962,8,15,critical
2963,2963,2963,2963,2963,7,3,SERIOUS
2964,2964,2964,2964,2964,3,0,Serious
2965,2965,2965,2965,2965,2,3,Serious
2966,2966,2966,2966,2966,7,5,critical
2967,2967,2967,2967,2967,4,2,Minor
2968,2968,2968,2968,2968,6,4,Serious
2969,2969,2969,2969,2969,4,3,Minor
2970,2970,2970,2970,2970,7,2,Serious
2971,2971,2971,2971,2971,8,5,MINOR
2972,2972,2972,2972,2972,6,0,Critical
2973,2973,2973,2973,2973,5,0,MINOR
2974,2974,2974,2974,2974,4,4,Minor
2975,2975,2975,2975,2975,8,1,Minor
2976,2976,2976,2976,2976,2,0,CRITICAL
2977,2977,2977,2977,2977,2,5,Minor
2978,2978,2978,2978,2978,4,4,Critical
2979,2979,2979,2979,2979,7,4,MINOR
2980,2980,2980,2980,2980,8,2,critical
2981,2981,2981,2981,2981,2,4,CRITICAL
2982,2982,2982,2982,2982,5,4,minor
2983,2983,2983,2983,2983,1,4,serious
2984,2984,2984,2984,2984,7,2,SERIOUS
2985,2985,2985,2985,2985,8,4,critical
2986,2986,2986,2986,2986,5,5,SERIOUS
2987,2987,2987,2987,2987,8,2,CRITICAL
2988,2988,2988,2988,2988,6,0,minor
2989,2989,2989,2989,2989,5,0,minor
2990,2990,2990,2990,2990,7,5,critical
2991,2991,2991,2991,2991,6,5,serious
2992,2992,2992,2992,2992,7,4,CRITICAL
2993,2993,2993,2993,2993,2,3,CRITICAL
2994,2994,2994,2994,2994,1,5,minor
2995,2995,2995,2995,2995,7,1,critical
2996,2996,2996,2996,2996,7,1,SERIOUS
2997,2997,2997,2997,2997,2,1,Serious
2998,2998,2998,2998,2998,3,3,Critical
2999,2999,2999,2999,2999,2,2,Serious
3000,3000,3000,3000,3000,6,3,serious
3001,3001,3001,3001,3001,2,5,MINOR
3002,3002,3002,3002,3002,2,3,SERIOUS
3003,3003,3003,3003,3003,1,4,Serious
3004,3004,3004,3004,3004,2,2,serious
3005,3005,3005,3005,3005,8,1,MINOR
3006,3006,3006,3006,3006,7,5,minor
3007,3007,3007,3007,3007,8,0,CRITICAL
3008,3008,3008,3008,3008,1,1,MINOR
3009,3009,3009,3009,3009,4,25,MINOR
3010,3010,3010,3010,3010,3,1,serious
3011,3011,3011,3011,3011,8,3,minor
3012,3012,3012,3012,3012,1,5,Critical
3013,3013,3013,3013,3013,6,15,Minor
3014,3014,3014,3014,3014,4,1,minor
3015,3015,3015,3015,3015,1,2,Serious
3016,3016,3016,3016,3016,1,2,SERIOUS
3017,3017,3017,3017,3017,3,5,Critical
3018,3018,3018,3018,3018,7,3,MINOR
3019,3019,3019,3019,3019,8,3,MINOR
3020,3020,3020,3020,3020,6,5,critical
3021,3021,3021,3021,3021,5,3,Critical
3022,3022,3022,3022,3022,8,5,CRITICAL
3023,3023,3023,3023,3023,5,0,Critical
3024,3024,3024,3024,3024,1,1,serious
3025,3025,3025,3025,3025,2,2,MINOR
3026,3026,3026,3026,3026,6,3,CRITICAL
3027,3027,3027,3027,3027,4,1,critical
3028,3028,3028,3028,3028,2,1,serious
3029,3029,3029,3029,3029,2,5,Critical
3030,3030,3030,3030,3030,8,1,SERIOUS
3031,3031,3031,3031,3031,6,3,Critical
3032,3032,3032,3032,3032,7,0,serious
3033,3033,3033,3033,3033,1,1,Minor
3034,3034,3034,3034,3034,1,0,Minor
3035,3035,3035,3035,3035,1,1,Minor
3036,3036,3036,3036,3036,1,2,Critical
3037,3037,3037,3037,3037,8,3,Minor
3038,3038,3038,3038,3038,5,5,CRITICAL
3039,3039,3039,3039,3039,1,5,MINOR
3040,3040,3040,3040,3040,5,4,Minor
3041,3041,3041,3041,3041,5,3,Serious
3042,3042,3042,3042,3042,7,2,serious
3043,3043,3043,3043,3043,1,3,MINOR
3044,3044,3044,3044,3044,3,4,Minor
3045,3045,3045,3045,3045,4,0,critical
3046,3046,3046,3046,3046,2,4,Serious
3047,3047,3047,3047,3047,5,2,Minor
3048,3048,3048,3048,3048,6,5,CRITICAL
3049,3049,3049,3049,3049,6,4,critical
3050,3050,3050,3050,3050,4,2,serious
3051,3051,3051,3051,3051,6,0,minor
3052,3052,3052,3052,3052,3,2,Critical
3053,3053,3053,3053,3053,6,2,SERIOUS
3054,3054,3054,3054,3054,2,3,Serious
3055,3055,3055,3055,3055,2,1,MINOR
3056,3056,3056,3056,3056,5,5,minor
3057,3057,3057,3057,3057,1,0,Minor
3058,3058,3058,3058,3058,7,1,minor
3059,3059,3059,3059,3059,3,4,minor
3060,3060,3060,3060,3060,5,4,critical
3061,3061,3061,3061,3061,3,5,MINOR
3062,3062,3062,3062,3062,1,0,minor
3063,3063,3063,3063,3063,8,3,MINOR
3064,3064,3064,3064,3064,6,1,minor
3065,3065,3065,3065,3065,6,2,Minor
3066,3066,3066,3066,3066,7,4,Serious
3067,3067,3067,3067,3067,1,5,Minor
3068,3068,3068,3068,3068,5,1,Minor
3069,3069,3069,3069,3069,7,0,Minor
3070,3070,3070,3070,3070,1,0,Minor
3071,3071,3071,3071,3071,4,4,CRITICAL
3072,3072,3072,3072,3072,2,0,minor
3073,3073,3073,3073,3073,7,5,Serious
3074,3074,3074,3074,3074,7,1,CRITICAL
3075,3075,3075,3075,3075,5,0,SERIOUS
3076,3076,3076,3076,3076,3,1,CRITICAL
3077,3077,3077,3077,3077,4,4,Serious
3078,3078,3078,3078,3078,5,3,Minor
3079,3079,3079,3079,3079,1,1,serious
3080,3080,3080,3080,3080,1,3,CRITICAL
3081,3081,3081,3081,3081,1,0,Minor
3082,3082,3082,3082,3082,8,4,Critical
3083,3083,3083,3083,3083,1,0,CRITICAL
3084,3084,3084,3084,3084,3,5,minor
3085,3085,3085,3085,3085,4,13,critical
3086,3086,3086,3086,3086,6,1,serious
3087,3087,3087,3087,3087,2,2,Serious
3088,3088,3088,3088,3088,3,1,critical
3089,3089,3089,3089,3089,3,3,CRITICAL
3090,3090,3090,3090,3090,8,24,Critical
3091,3091,3091,3091,3091,6,4,Minor
3092,3092,3092,3092,3092,6,0,minor
3093,3093,3093,3093,3093,2,3,Minor
3094,3094,3094,3094,3094,2,3,serious
3095,3095,3095,3095,3095,6,2,minor
3096,3096,3096,3096,3096,1,4,SERIOUS
3097,3097,3097,3097,3097,3,2,MINOR
3098,3098,3098,3098,3098,5,3,MINOR
3099,3099,3099,3099,3099,2,2,Serious
3100,3100,3100,3100,3100,8,2,minor
4607,4607,4607,4607,4607,8,3,MINOR
3205,3205,3205,3205,3205,2,25,Minor
4504,4504,4504,4504,4504,6,0,Serious
4428,4428,4428,4428,4428,5,3,Critical
5757,5757,5757,5757,5757,7,3,Serious
4084,4084,4084,4084,4084,5,0,Critical
5920,5920,5920,5920,5920,6,1,MINOR
5678,5678,5678,5678,5678,5,3,Critical
4685,4685,4685,4685,4685,6,16,critical
3649,3649,3649,3649,3649,2,1,CRITICAL
5407,5407,5407,5407,5407,2,0,serious
6009,6009,6009,6009,6009,4,25,MINOR
5687,5687,5687,5687,5687,6,12,Critical
3440,3440,3440,3440,3440,4,5,critical
4915,4915,4915,4915,4915,4,0,CRITICAL
3570,3570,3570,3570,3570,4,4,MINOR
4331,4331,4331,4331,4331,7,3,Serious
5206,5206,5206,5206,5206,8,16,critical
4594,4594,4594,4594,4594,2,2,minor
4273,4273,4273,4273,4273,3,3,critical
3405,3405,3405,3405,3405,2,2,Minor
5391,5391,5391,5391,5391,6,4,Serious
4019,4019,4019,4019,4019,4,3,minor
5657,5657,5657,5657,5657,8,4,CRITICAL
4514,4514,4514,4514,4514,8,3,Minor
3758,3758,3758,3758,3758,3,23,minor
5925,5925,5925,5925,5925,2,5,MINOR
4382,4382,4382,4382,4382,7,3,MINOR
3637,3637,3637,3637,3637,8,1,SERIOUS
5815,5815,5815,5815,5815,6,3,serious
4604,4604,4604,4604,4604,3,3,minor
3688,3688,3688,3688,3688,3,16,Critical
3353,3353,3353,3353,3353,4,0,SERIOUS
4957,4957,4957,4957,4957,5,4,minor
5840,5840,5840,5840,5840,6,3,critical
5270,5270,5270,5270,5270,8,2,serious
5743,5743,5743,5743,5743,5,3,Minor
5151,5151,5151,5151,5151,2,3,CRITICAL
3772,3772,3772,3772,3772,6,5,Serious
4716,4716,4716,4716,4716,3,4,Serious
5763,5763,5763,5763,5763,2,4,CRITICAL
4384,4384,4384,4384,4384,1,5,MINOR
3495,3495,3495,3495,3495,3,0,CRITICAL
3375,3375,3375,3375,3375,1,1,MINOR
5600,5600,5600,5600,5600,4,3,Minor
6008,6008,6008,6008,6008,1,1,MINOR
3858,3858,3858,3858,3858,3,3,Minor
3480,3480,3480,3480,3480,1,3,SERIOUS
4327,4327,4327,4327,4327,7,5,MINOR
4633,4633,4633,4633,4633,2,3,SERIOUS
5113,5113,5113,5113,5113,6,0,Serious
4310,4310,4310,4310,4310,5,1,Critical
6011,6011,6011,6011,6011,8,3,minor
4312,4312,4312,4312,4312,4,1,CRITICAL
4410,4410,4410,4410,4410,4,2,Minor
3711,3711,3711,3711,3711,5,1,serious
3346,3346,3346,3346,3346,6,3,Minor
3938,3938,3938,3938,3938,5,3,MINOR
3266,3266,3266,3266,3266,1,4,Serious
5824,5824,5824,5824,5824,3,5,CRITICAL
