accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
326,326,2023-09-06,Wednesday,9.0,2023.0,3.0,73.0,Male,Dry,Snow,SUV,Nissan,Model E,Minor,2,3,False,Fall,Elderly
327,327,14/05/2021,,,,,67.0,Male,muddy,rain,Truck,Audi,Model A,minor,5,0,False,,Elderly
328,328,13/07/2024,,,,,43.0,Male,muddy,sunny,Sedan,Nissan,Model D,Minor,6,3,False,,Middle-aged
329,329,27/02/2024,,,,,,Male,muddy,Sunny,Truck,Volkswagen,Model B,Critical,1,18,False,,
330,330,2022-05-24,Tuesday,5.0,2022.0,2.0,59.0,Other,wet,clear,Bus,Hyundai,Model A,critical,5,4,False,Spring,Senior
331,331,05/03/2023,,,,,58.0,Male,Wet,Snow,Van,Toyota,Model D,Critical,6,5,False,,Senior
332,332,12/07/2023,,,,,,Male,ICY,Rain,Pickup,Toyota,Model G,Minor,4,1,False,,
333,333,20/04/2024,,,,,81.0,Other,Wet,clear,SUV,Nissan,Model C,serious,4,11,False,,Elderly
334,334,2024-06-25,Tuesday,6.0,2024.0,2.0,70.0,Male,dry,sunny,SUV,Toyota,Model G,critical,4,1,False,Summer,Elderly
335,335,23/07/2021,,,,,75.0,Male,icy,cloudy,Car,Honda,Model H,Critical,4,3,False,,Elderly
336,336,09/03/2022,,,,,75.0,Female,muddy,rain,Car,Toyota,Model F,minor,4,1,False,,Elderly
337,337,2022-05-07,Saturday,5.0,2022.0,2.0,22.0,Other,Muddy,Cloudy,SUV,Ford,Model F,SERIOUS,6,4,True,Spring,Young
338,338,2021-06-03,Thursday,6.0,2021.0,2.0,,Male,Muddy,clear,Bus,Volkswagen,Model F,critical,6,0,False,Summer,
339,339,04/17/2023,,,,,39.0,Female,ICY,windy,Bus,Volkswagen,Model D,SERIOUS,3,3,False,,Middle-aged
340,340,20/04/2022,,,,,44.0,Male,Muddy,Cloudy,Van,Nissan,Model A,critical,8,2,False,,Middle-aged
341,341,2023-07-19,Wednesday,7.0,2023.0,3.0,19.0,Female,ICY,Snow,Sedan,Ford,Model E,minor,2,5,False,Summer,Young
342,342,04/24/2022,,,,,56.0,Other,Muddy,windy,Car,Nissan,Model G,Serious,7,4,False,,Senior
343,343,16/09/2024,,,,,33.0,Other,WET,Windy,Car,Audi,Model B,Critical,4,4,False,,Adult
344,344,08-24-2021,,,,,76.0,Female,Icy,Clear,Van,Audi,Model C,MINOR,1,1,False,,Elderly
345,345,2021-10-19,Tuesday,10.0,2021.0,4.0,72.0,Other,Wet,storm,Pickup,Audi,Model G,Minor,7,5,False,Fall,Elderly
346,346,12-06-2021,,,,,32.0,Other,Wet,cloudy,Sedan,Volkswagen,Model B,Minor,6,3,False,,Adult
347,347,08/15/2022,,,,,65.0,Other,WET,Cloudy,Car,Ford,Model G,CRITICAL,1,0,False,,Senior
348,348,04/05/2023,,,,,,Female,Dry,sunny,Bus,Chevrolet,Model F,MINOR,1,1,False,,
349,349,06-14-2021,,,,,66.0,Male,ICY,rain,Bus,Chevrolet,Model G,Minor,1,1,False,,Elderly
350,350,21/05/2024,,,,,73.0,Male,ICY,Cloudy,Bus,Toyota,Model C,Critical,3,4,False,,Elderly
351,351,10-12-2024,,,,,30.0,Female,muddy,Sunny,Van,Mercedes,Model C,SERIOUS,6,4,False,,Adult
352,352,10-08-2024,,,,,31.0,Male,Muddy,Rain,Pickup,Chevrolet,Model E,critical,1,2,False,,Adult
353,353,12-25-2021,,,,,,Female,wet,snow,Bus,Hyundai,Model F,SERIOUS,4,0,False,,
354,354,07/01/2022,,,,,,Male,muddy,storm,SUV,Volkswagen,Model F,serious,5,5,False,,
355,355,10/05/2023,,,,,30.0,Female,ICY,storm,Pickup,Honda,Model A,critical,1,1,False,,Adult
356,356,10/20/2022,,,,,22.0,Male,Dry,storm,Bus,Hyundai,Model C,serious,3,1,False,,Young
357,357,11/21/2024,,,,,45.0,Male,Wet,Sunny,SUV,Nissan,Model G,serious,7,2,False,,Middle-aged
358,358,2024-02-01,Thursday,2.0,2024.0,1.0,,Female,ICY,sunny,SUV,Mercedes,Model D,Critical,6,5,False,Winter,
359,359,30/06/2021,,,,,43.0,Male,DRY,Sunny,Pickup,Chevrolet,Model B,Minor,8,1,False,,Middle-aged
360,360,04/08/2023,,,,,62.0,Male,wet,Rain,Pickup,Audi,Model C,critical,3,1,False,,Senior
361,361,17/01/2024,,,,,70.0,Female,wet,Sunny,Car,Toyota,Model G,serious,1,2,False,,Elderly
362,362,11/28/2023,,,,,68.0,Female,ICY,fog,Bus,Chevrolet,Model C,CRITICAL,6,2,False,,Elderly
363,363,2021-04-16,Friday,4.0,2021.0,2.0,,Other,Icy,rain,Truck,BMW,Model D,serious,5,3,False,Spring,
364,364,2024-01-30,Tuesday,1.0,2024.0,1.0,54.0,Male,Icy,sunny,Truck,Mercedes,Model E,serious,1,1,False,Winter,Senior
365,365,08/13/2022,,,,,57.0,Female,Wet,Fog,Truck,Hyundai,Model A,critical,3,0,False,,Senior
366,366,14/07/2024,,,,,71.0,Male,WET,rain,Car,Audi,Model E,minor,2,2,False,,Elderly
367,367,21/11/2021,,,,,173.0,Male,icy,Storm,Truck,Audi,Model D,CRITICAL,4,0,False,,
368,368,2023-04-16,Sunday,4.0,2023.0,2.0,,Male,ICY,rain,Sedan,Toyota,Model B,Serious,8,5,True,Spring,
369,369,21/08/2021,,,,,,Other,ICY,Cloudy,Van,Chevrolet,Model D,Serious,7,0,False,,
370,370,11/12/2021,,,,,84.0,Other,dry,Sunny,SUV,Audi,Model D,CRITICAL,3,5,False,,Elderly
371,371,07/14/2022,,,,,60.0,Other,Muddy,Fog,Sedan,BMW,Model G,Minor,6,2,False,,Senior
372,372,25/07/2023,,,,,,Other,WET,Rain,Van,BMW,Model G,CRITICAL,8,4,False,,
373,373,05-12-2024,,,,,68.0,Male,ICY,Fog,Car,Audi,Model D,Serious,8,0,False,,Elderly
374,374,07/20/2022,,,,,,Other,icy,sunny,Truck,Honda,Model E,CRITICAL,8,5,False,,
375,375,06/11/2023,,,,,72.0,Male,WET,cloudy,Motorcycle,Chevrolet,Model B,MINOR,1,1,False,,Elderly
376,376,09-04-2022,,,,,,Male,Dry,snow,Bus,BMW,Model B,critical,4,4,False,,
377,377,11/01/2021,,,,,40.0,Other,ICY,snow,Truck,Volkswagen,Model B,critical,1,0,False,,Middle-aged
378,378,01-18-2024,,,,,38.0,Other,Icy,Sunny,Car,Ford,Model H,CRITICAL,6,0,False,,Middle-aged
379,379,2024-11-29,Friday,11.0,2024.0,4.0,34.0,Male,Dry,fog,Bus,Ford,Model A,minor,1,3,False,Fall,Adult
380,380,2023-02-24,Friday,2.0,2023.0,1.0,68.0,Other,Dry,sunny,Car,Audi,Model H,serious,2,4,False,Winter,Elderly
381,381,2023-04-22,Saturday,4.0,2023.0,2.0,51.0,Other,wet,storm,SUV,Toyota,Model B,serious,4,5,True,Spring,Senior
382,382,08/27/2023,,,,,59.0,Other,ICY,sunny,Truck,Chevrolet,Model H,critical,4,4,False,,Senior
383,383,09/21/2024,,,,,,Female,Dry,Rain,Van,Toyota,Model D,MINOR,6,2,False,,
384,384,2021-03-17,Wednesday,3.0,2021.0,1.0,,Male,DRY,Rain,Bus,Hyundai,Model H,MINOR,7,3,False,Spring,
385,385,23/04/2024,,,,,37.0,Female,WET,Windy,Pickup,Ford,Model C,Critical,2,1,False,,Middle-aged
386,386,2023-06-21,Wednesday,6.0,2023.0,2.0,,Male,icy,Storm,Car,Mercedes,Model D,Critical,3,3,False,Summer,
387,387,2023-07-25,Tuesday,7.0,2023.0,3.0,28.0,Other,WET,storm,Sedan,Nissan,Model C,critical,1,4,False,Summer,Adult
388,388,10/23/2021,,,,,136.0,Other,muddy,sunny,Pickup,Mercedes,Model H,Critical,5,0,False,,
389,389,20/08/2023,,,,,63.0,Male,Wet,Windy,Pickup,Nissan,Model A,Serious,1,3,False,,Senior
390,390,06-30-2024,,,,,,Other,Icy,storm,Sedan,Honda,Model H,SERIOUS,8,4,False,,
391,391,13/10/2024,,,,,42.0,Other,dry,snow,Pickup,Ford,Model D,SERIOUS,1,0,False,,Middle-aged
392,392,10/11/2022,,,,,66.0,Other,DRY,snow,Pickup,Volkswagen,Model D,Minor,3,1,False,,Elderly
393,393,2024-01-14,Sunday,1.0,2024.0,1.0,53.0,Female,Muddy,sunny,Bus,Mercedes,Model C,critical,1,0,True,Winter,Senior
394,394,2021-05-21,Friday,5.0,2021.0,2.0,,Other,Wet,rain,Truck,Mercedes,Model D,MINOR,2,3,False,Spring,
395,395,11-02-2024,,,,,,Male,wet,Storm,Truck,Ford,Model G,MINOR,2,3,False,,
396,396,06-08-2023,,,,,,Female,Muddy,rain,Car,Hyundai,Model F,Minor,4,3,False,,
397,397,07-25-2021,,,,,32.0,Male,DRY,rain,Motorcycle,Ford,Model E,minor,6,0,False,,Adult
398,398,05/04/2021,,,,,31.0,Female,Wet,windy,Motorcycle,Hyundai,Model B,MINOR,7,4,False,,Adult
399,399,05/01/2023,,,,,,Female,muddy,storm,Pickup,Honda,Model G,Serious,5,3,False,,
400,400,12/24/2023,,,,,27.0,Other,muddy,Snow,Bus,Mercedes,Model A,MINOR,8,3,False,,Adult
401,401,2021-12-25,Saturday,12.0,2021.0,4.0,44.0,Female,Wet,Fog,Truck,Toyota,Model F,Critical,1,2,True,Winter,Middle-aged
402,402,23/02/2023,,,,,20.0,Female,Icy,Cloudy,Pickup,Audi,Model G,serious,1,5,False,,Young
403,403,2024-04-09,Tuesday,4.0,2024.0,2.0,27.0,Other,ICY,Storm,Van,Hyundai,Model E,CRITICAL,3,5,False,Spring,Adult
404,404,08-03-2023,,,,,,Male,WET,sunny,Motorcycle,Toyota,Model A,MINOR,6,1,False,,
405,405,08/11/2023,,,,,75.0,Female,muddy,Storm,Van,Hyundai,Model D,Minor,2,2,False,,Elderly
406,406,06/24/2023,,,,,19.0,Male,Muddy,Windy,SUV,Honda,Model H,SERIOUS,5,0,False,,Young
407,407,05/19/2023,,,,,22.0,Male,wet,Cloudy,Pickup,Honda,Model H,Minor,4,1,False,,Young
408,408,27/02/2023,,,,,,Male,Icy,snow,Car,Honda,Model G,serious,2,22,False,,
409,409,02-21-2023,,,,,18.0,Male,Muddy,storm,Motorcycle,Ford,Model G,SERIOUS,8,4,False,,Young
410,410,2022-08-28,Sunday,8.0,2022.0,3.0,,Female,muddy,clear,Sedan,BMW,Model H,Critical,6,3,True,Summer,
411,411,10/09/2024,,,,,42.0,Female,DRY,Cloudy,Pickup,Audi,Model E,MINOR,8,0,False,,Middle-aged
412,412,11-05-2024,,,,,84.0,Male,ICY,Sunny,Van,Nissan,Model A,MINOR,7,5,False,,Elderly
413,413,10-15-2023,,,,,64.0,Male,ICY,Snow,Van,Chevrolet,Model F,Minor,4,5,False,,Senior
414,414,17/04/2022,,,,,,Other,Icy,rain,Motorcycle,Hyundai,Model D,Critical,7,0,False,,
415,415,2024-07-27,Saturday,7.0,2024.0,3.0,,Female,WET,Clear,Bus,Volkswagen,Model D,minor,3,2,True,Summer,
416,416,05-29-2022,,,,,34.0,Other,DRY,sunny,Motorcycle,Audi,Model E,critical,8,3,False,,Adult
417,417,10/08/2021,,,,,29.0,Other,Muddy,rain,Bus,Volkswagen,Model G,Serious,3,0,False,,Adult
418,418,25/09/2022,,,,,55.0,Other,muddy,snow,Pickup,Hyundai,Model H,critical,1,0,False,,Senior
419,419,18/01/2023,,,,,73.0,Female,WET,Clear,Pickup,Volkswagen,Model E,CRITICAL,7,4,False,,Elderly
420,420,28/08/2022,,,,,42.0,Female,muddy,Cloudy,Car,Audi,Model F,critical,6,1,False,,Middle-aged
421,421,2022-02-16,Wednesday,2.0,2022.0,1.0,53.0,Female,muddy,snow,Motorcycle,Toyota,Model F,Minor,8,5,False,Winter,Senior
422,422,10/01/2024,,,,,57.0,Other,Dry,fog,Sedan,Nissan,Model D,Serious,5,5,False,,Senior
423,423,10/25/2023,,,,,,Female,wet,sunny,Bus,Nissan,Model F,critical,4,5,False,,
424,424,14/09/2023,,,,,,Male,Dry,Windy,Bus,Mercedes,Model G,minor,2,5,False,,
425,425,11/25/2022,,,,,75.0,Male,Muddy,Snow,Van,Honda,Model D,Minor,6,1,False,,Elderly
426,426,04-08-2022,,,,,58.0,Female,icy,windy,Pickup,Honda,Model F,Serious,6,4,False,,Senior
427,427,02/16/2024,,,,,72.0,Male,dry,Fog,Motorcycle,Toyota,Model C,SERIOUS,3,0,False,,Elderly
428,428,2024-01-04,Thursday,1.0,2024.0,1.0,,Male,Wet,Sunny,Truck,Hyundai,Model B,minor,7,1,False,Winter,
429,429,01/25/2023,,,,,26.0,Other,wet,Storm,SUV,Ford,Model D,Serious,8,5,False,,Adult
430,430,31/07/2024,,,,,83.0,Other,Wet,windy,Pickup,Nissan,Model B,MINOR,8,1,False,,Elderly
431,431,04-24-2022,,,,,85.0,Male,Muddy,windy,Car,Toyota,Model G,SERIOUS,1,2,False,,Elderly
432,432,03/11/2022,,,,,143.0,Male,DRY,Storm,Van,Audi,Model D,Serious,1,1,False,,
433,433,05-10-2021,,,,,41.0,Female,Wet,Cloudy,Bus,Audi,Model C,critical,4,0,False,,Middle-aged
434,434,22/08/2024,,,,,65.0,Male,icy,Rain,Sedan,Hyundai,Model B,MINOR,3,2,False,,Senior
435,435,03/18/2021,,,,,33.0,Male,DRY,storm,Bus,Hyundai,Model G,Minor,6,0,False,,Adult
436,436,2024-01-06,Saturday,1.0,2024.0,1.0,,Female,Dry,fog,SUV,Ford,Model G,critical,8,4,True,Winter,
437,437,07-19-2023,,,,,45.0,Male,WET,sunny,Motorcycle,Toyota,Model H,CRITICAL,5,1,False,,Middle-aged
438,438,01/12/2024,,,,,47.0,Male,ICY,Sunny,Van,Nissan,Model F,SERIOUS,3,1,False,,Middle-aged
439,439,04/30/2023,,,,,45.0,Female,muddy,Cloudy,Car,Nissan,Model D,Minor,4,4,False,,Middle-aged
440,440,2022-07-27,Wednesday,7.0,2022.0,3.0,53.0,Female,dry,cloudy,Van,Chevrolet,Model E,critical,4,5,False,Summer,Senior
441,441,2023-01-29,Sunday,1.0,2023.0,1.0,27.0,Male,Icy,snow,Van,Volkswagen,Model F,Critical,3,5,True,Winter,Adult
442,442,06/30/2023,,,,,73.0,Female,WET,Snow,Car,Mercedes,Model B,Critical,4,0,False,,Elderly
443,443,11/05/2024,,,,,43.0,Other,wet,Clear,Sedan,Mercedes,Model F,serious,3,5,False,,Middle-aged
444,444,05/05/2021,,,,,,Other,muddy,Windy,Car,Honda,Model B,serious,2,3,False,,
445,445,09/08/2021,,,,,155.0,Male,ICY,Windy,Pickup,Volkswagen,Model H,Serious,3,1,False,,
446,446,03/11/2022,,,,,39.0,Male,ICY,storm,SUV,Nissan,Model C,minor,7,5,False,,Middle-aged
447,447,2022-11-15,Tuesday,11.0,2022.0,4.0,48.0,Other,dry,Cloudy,Van,Chevrolet,Model G,minor,3,0,False,Fall,Middle-aged
448,448,15/09/2021,,,,,18.0,Male,icy,Windy,Pickup,BMW,Model H,critical,4,5,False,,Young
449,449,2024-02-10,Saturday,2.0,2024.0,1.0,69.0,Male,DRY,Cloudy,Truck,Ford,Model F,serious,8,1,True,Winter,Elderly
450,450,19/03/2022,,,,,,Other,icy,fog,Car,Mercedes,Model F,SERIOUS,7,4,False,,
451,451,10/30/2021,,,,,61.0,Other,Wet,storm,Car,Audi,Model A,serious,4,19,False,,Senior
452,452,10-24-2021,,,,,30.0,Female,WET,snow,Sedan,Mercedes,Model A,Minor,1,3,False,,Adult
453,453,14/08/2021,,,,,56.0,Male,Muddy,clear,Truck,Nissan,Model F,MINOR,1,0,False,,Senior
454,454,01/31/2021,,,,,69.0,Female,muddy,fog,Motorcycle,Toyota,Model B,serious,8,2,False,,Elderly
455,455,2021-02-02,Tuesday,2.0,2021.0,1.0,,Other,muddy,windy,SUV,Honda,Model C,critical,8,2,False,Winter,
456,456,2021-04-18,Sunday,4.0,2021.0,2.0,24.0,Female,muddy,sunny,Car,Audi,Model G,minor,7,0,True,Spring,Young
457,457,05/13/2023,,,,,76.0,Other,DRY,Sunny,Van,Volkswagen,Model F,Serious,2,3,False,,Elderly
458,458,12/01/2023,,,,,33.0,Other,Icy,Clear,Motorcycle,Ford,Model A,critical,8,3,False,,Adult
459,459,2023-10-29,Sunday,10.0,2023.0,4.0,31.0,Other,wet,Storm,Motorcycle,Nissan,Model G,SERIOUS,1,1,True,Fall,Adult
460,460,2024-06-13,Thursday,6.0,2024.0,2.0,,Male,muddy,Storm,Van,Audi,Model C,Minor,3,2,False,Summer,
461,461,09-11-2024,,,,,,Female,Dry,fog,Car,Chevrolet,Model D,critical,4,0,False,,
462,462,05/05/2021,,,,,,Female,Muddy,Storm,Truck,Mercedes,Model F,SERIOUS,1,5,False,,
463,463,08/10/2021,,,,,,Other,DRY,Storm,Sedan,Toyota,Model H,Serious,1,4,False,,
464,464,15/06/2021,,,,,73.0,Other,muddy,sunny,SUV,Honda,Model E,Serious,2,1,False,,Elderly
465,465,09/16/2021,,,,,,Male,wet,fog,Motorcycle,Nissan,Model D,CRITICAL,7,0,False,,
466,466,10/28/2022,,,,,,Male,Muddy,Cloudy,Sedan,Honda,Model B,CRITICAL,7,0,False,,
467,467,02/11/2023,,,,,18.0,Female,DRY,Clear,Truck,Mercedes,Model E,MINOR,6,4,False,,Young
468,468,2024-12-08,Sunday,12.0,2024.0,4.0,51.0,Other,DRY,Fog,Van,Toyota,Model C,MINOR,2,4,True,Winter,Senior
469,469,09-02-2024,,,,,126.0,Other,ICY,Windy,SUV,Volkswagen,Model H,serious,3,5,False,,
470,470,03/17/2022,,,,,60.0,Male,dry,rain,SUV,Volkswagen,Model A,MINOR,7,2,False,,Senior
471,471,07/18/2023,,,,,66.0,Female,wet,clear,Sedan,Audi,Model G,minor,4,3,False,,Elderly
472,472,03/10/2022,,,,,35.0,Other,Muddy,sunny,Pickup,Hyundai,Model A,MINOR,8,1,False,,Adult
473,473,11/09/2021,,,,,58.0,Female,DRY,Fog,SUV,Toyota,Model E,critical,2,2,False,,Senior
474,474,2021-06-24,Thursday,6.0,2021.0,2.0,70.0,Other,Dry,Fog,Car,Volkswagen,Model D,MINOR,8,0,False,Summer,Elderly
475,475,17/07/2021,,,,,84.0,Other,wet,snow,Bus,Audi,Model H,Serious,1,3,False,,Elderly
476,476,09/24/2021,,,,,80.0,Male,WET,cloudy,Bus,Chevrolet,Model E,CRITICAL,4,0,False,,Elderly
477,477,07/11/2022,,,,,79.0,Female,ICY,storm,Car,Ford,Model B,minor,4,3,False,,Elderly
478,478,24/09/2024,,,,,,Male,wet,Sunny,Car,BMW,Model F,minor,1,0,False,,
479,479,04/16/2021,,,,,28.0,Female,Icy,Windy,Van,Honda,Model E,critical,2,5,False,,Adult
480,480,29/03/2024,,,,,49.0,Male,Wet,clear,Bus,Honda,Model E,SERIOUS,1,3,False,,Middle-aged
481,481,2023-09-15,Friday,9.0,2023.0,3.0,44.0,Male,WET,Clear,Sedan,BMW,Model A,serious,8,3,False,Fall,Middle-aged
482,482,08/10/2021,,,,,81.0,Male,Dry,Sunny,Pickup,Chevrolet,Model D,CRITICAL,6,2,False,,Elderly
483,483,07-25-2022,,,,,,Other,Icy,Windy,Van,Nissan,Model C,SERIOUS,4,1,False,,
484,484,06/27/2024,,,,,,Other,ICY,cloudy,SUV,Toyota,Model D,MINOR,5,3,False,,
485,485,09/09/2024,,,,,,Male,icy,windy,Bus,Hyundai,Model A,CRITICAL,5,3,False,,
486,486,01-05-2022,,,,,31.0,Female,Wet,Clear,Bus,Ford,Model D,Minor,8,0,False,,Adult
487,487,2022-12-20,Tuesday,12.0,2022.0,4.0,85.0,Male,DRY,storm,Car,Ford,Model C,critical,3,3,False,Winter,Elderly
488,488,21/10/2021,,,,,57.0,Other,Icy,storm,Pickup,Audi,Model F,SERIOUS,7,0,False,,Senior
489,489,10/18/2021,,,,,82.0,Male,Icy,clear,Sedan,Toyota,Model C,Minor,1,4,False,,Elderly
490,490,2023-12-23,Saturday,12.0,2023.0,4.0,,Female,icy,Snow,Bus,Nissan,Model F,Critical,1,2,True,Winter,
491,491,10/05/2023,,,,,,Female,Muddy,Windy,SUV,Chevrolet,Model G,minor,3,0,False,,
492,492,10/01/2022,,,,,75.0,Other,dry,Storm,Motorcycle,Toyota,Model H,SERIOUS,3,1,False,,Elderly
493,493,23/06/2021,,,,,69.0,Female,muddy,windy,Pickup,Mercedes,Model F,SERIOUS,8,5,False,,Elderly
494,494,2024-06-19,Wednesday,6.0,2024.0,2.0,,Male,DRY,Sunny,Bus,Audi,Model A,Serious,8,2,False,Summer,
495,495,06/17/2021,,,,,57.0,Other,wet,Sunny,SUV,Volkswagen,Model B,CRITICAL,3,0,False,,Senior
496,496,25/06/2023,,,,,31.0,Female,ICY,Windy,Bus,Honda,Model C,serious,4,3,False,,Adult
497,497,2023-11-16,Thursday,11.0,2023.0,4.0,,Other,ICY,clear,SUV,BMW,Model H,minor,8,1,False,Fall,
498,498,2023-05-31,Wednesday,5.0,2023.0,2.0,48.0,Female,Icy,windy,Sedan,Volkswagen,Model D,Minor,6,1,False,Spring,Middle-aged
499,499,10-20-2024,,,,,,Other,Dry,cloudy,SUV,Chevrolet,Model C,Serious,8,0,False,,
500,500,2021-04-04,Sunday,4.0,2021.0,2.0,78.0,Female,ICY,fog,SUV,Volkswagen,Model E,Critical,1,5,True,Spring,Elderly
501,501,2024-05-12,Sunday,5.0,2024.0,2.0,51.0,Other,Muddy,clear,Truck,Nissan,Model G,Critical,8,3,True,Spring,Senior
502,502,23/02/2022,,,,,,Male,dry,Storm,SUV,Honda,Model D,Minor,4,0,False,,
503,503,09/10/2021,,,,,45.0,Female,wet,cloudy,Car,BMW,Model A,critical,3,1,False,,Middle-aged
504,504,2021-09-03,Friday,9.0,2021.0,3.0,,Female,ICY,Snow,Sedan,Nissan,Model G,MINOR,1,0,False,Fall,
505,505,2023-06-01,Thursday,6.0,2023.0,2.0,24.0,Male,DRY,rain,Van,Toyota,Model E,SERIOUS,8,2,False,Summer,Young
506,506,18/02/2023,,,,,24.0,Female,ICY,clear,Sedan,Mercedes,Model F,minor,4,0,False,,Young
507,507,02/19/2024,,,,,72.0,Male,ICY,Cloudy,Car,Mercedes,Model B,minor,6,4,False,,Elderly
508,508,03/28/2021,,,,,,Male,dry,storm,Bus,Chevrolet,Model D,minor,8,1,False,,
509,509,10-04-2022,,,,,,Female,Muddy,Windy,Bus,Ford,Model A,Critical,4,3,False,,
510,510,06/05/2023,,,,,,Male,Dry,snow,Bus,Hyundai,Model F,SERIOUS,6,0,False,,
511,511,2022-10-28,Friday,10.0,2022.0,4.0,84.0,Other,DRY,clear,Van,Hyundai,Model B,minor,3,3,False,Fall,Elderly
512,512,06/19/2024,,,,,49.0,Male,Icy,Windy,Sedan,Ford,Model H,Critical,8,4,False,,Middle-aged
513,513,14/06/2023,,,,,24.0,Other,wet,Fog,Motorcycle,Chevrolet,Model A,minor,6,3,False,,Young
514,514,21/04/2024,,,,,48.0,Other,DRY,rain,Car,Honda,Model B,MINOR,1,3,False,,Middle-aged
515,515,28/09/2022,,,,,,Male,WET,Storm,Car,Nissan,Model G,serious,3,1,False,,
516,516,2021-12-11,Saturday,12.0,2021.0,4.0,,Male,Icy,Cloudy,Car,Volkswagen,Model H,serious,1,4,True,Winter,
517,517,2024-07-20,Saturday,7.0,2024.0,3.0,,Male,ICY,Storm,Bus,BMW,Model C,Minor,5,1,True,Summer,
518,518,2023-11-11,Saturday,11.0,2023.0,4.0,68.0,Female,WET,clear,Sedan,Volkswagen,Model F,Critical,2,18,True,Fall,Elderly
519,519,12/17/2022,,,,,52.0,Female,Muddy,Sunny,SUV,Hyundai,Model A,CRITICAL,8,3,False,,Senior
520,520,2021-10-30,Saturday,10.0,2021.0,4.0,44.0,Female,Muddy,cloudy,Van,Hyundai,Model B,Critical,6,5,True,Fall,Middle-aged
521,521,27/10/2021,,,,,54.0,Male,Wet,clear,Bus,Nissan,Model H,critical,2,5,False,,Senior
522,522,11/10/2021,,,,,82.0,Other,DRY,Fog,Pickup,Audi,Model F,minor,2,0,False,,Elderly
523,523,07-10-2024,,,,,57.0,Male,Dry,Sunny,SUV,Toyota,Model E,Critical,6,4,False,,Senior
524,524,07/09/2023,,,,,39.0,Female,Muddy,sunny,Car,BMW,Model H,MINOR,3,5,False,,Middle-aged
525,525,07/03/2024,,,,,41.0,Male,Wet,Storm,SUV,Toyota,Model E,SERIOUS,8,5,False,,Middle-aged
526,526,2023-06-20,Tuesday,6.0,2023.0,2.0,19.0,Other,Wet,Sunny,Motorcycle,Hyundai,Model E,MINOR,5,4,False,Summer,Young
527,527,06/25/2023,,,,,20.0,Male,wet,Fog,Sedan,Mercedes,Model D,Critical,1,5,False,,Young
528,528,22/12/2022,,,,,,Female,Wet,sunny,Van,Audi,Model F,serious,4,0,False,,
529,529,2023-07-15,Saturday,7.0,2023.0,3.0,19.0,Male,dry,Cloudy,Truck,Nissan,Model C,Critical,1,4,True,Summer,Young
530,530,26/01/2023,,,,,18.0,Other,Wet,Rain,Motorcycle,Mercedes,Model G,SERIOUS,4,0,False,,Young
531,531,07/04/2021,,,,,32.0,Other,Muddy,sunny,Car,Volkswagen,Model C,SERIOUS,1,2,False,,Adult
532,532,02/10/2024,,,,,,Female,dry,Storm,SUV,Audi,Model E,minor,6,5,False,,
533,533,16/03/2024,,,,,,Female,icy,Clear,SUV,Mercedes,Model A,Critical,5,1,False,,
534,534,09/02/2023,,,,,47.0,Male,muddy,Windy,Van,Hyundai,Model H,minor,8,0,False,,Middle-aged
535,535,05/12/2022,,,,,36.0,Male,Muddy,Rain,Motorcycle,Chevrolet,Model G,CRITICAL,4,1,False,,Middle-aged
536,536,2024-08-16,Friday,8.0,2024.0,3.0,60.0,Female,muddy,Storm,Van,Ford,Model D,critical,8,1,False,Summer,Senior
537,537,05/23/2022,,,,,50.0,Male,Icy,Storm,Bus,Volkswagen,Model B,Critical,8,0,False,,Middle-aged
538,538,2024-06-02,Sunday,6.0,2024.0,2.0,76.0,Other,dry,clear,Motorcycle,Audi,Model C,Minor,8,0,True,Summer,Elderly
539,539,03/02/2023,,,,,,Female,DRY,Rain,Car,Mercedes,Model G,Critical,7,0,False,,
540,540,24/11/2022,,,,,84.0,Female,Wet,Sunny,Van,Hyundai,Model B,minor,3,4,False,,Elderly
541,541,16/07/2024,,,,,79.0,Other,dry,sunny,Car,Volkswagen,Model H,Critical,1,3,False,,Elderly
542,542,13/07/2021,,,,,,Male,dry,cloudy,Motorcycle,Audi,Model F,Minor,8,3,False,,
543,543,06-01-2022,,,,,20.0,Other,WET,cloudy,Pickup,Hyundai,Model B,Serious,1,3,False,,Young
544,544,11/04/2021,,,,,,Other,DRY,fog,Bus,Toyota,Model G,serious,8,5,False,,
545,545,12-18-2022,,,,,36.0,Male,Dry,Cloudy,Pickup,Audi,Model H,Minor,4,5,False,,Middle-aged
546,546,09/22/2021,,,,,193.0,Other,icy,snow,Truck,Volkswagen,Model B,Serious,3,2,False,,
547,547,11/02/2023,,,,,64.0,Female,Icy,Sunny,Bus,Audi,Model D,MINOR,3,3,False,,Senior
548,548,09-19-2021,,,,,,Other,dry,rain,Pickup,Hyundai,Model H,minor,6,4,False,,
549,549,04/11/2024,,,,,,Female,Dry,Rain,SUV,Hyundai,Model C,minor,7,4,False,,
550,550,05/10/2024,,,,,31.0,Other,wet,Fog,Bus,Honda,Model A,Critical,6,2,False,,Adult
